temperature,pressure,vibration,humidity,faulty
78.31616786180403,30.257606134570825,1.5825203182688696,47.99824363201488,0.0
79.37477492506925,43.795710171165226,1.7997205076531295,46.38409534135937,0.0
68.48726716346488,20.854744705974145,1.4357244828074351,44.06300573012743,0.0
75.52905228599482,36.35678141115948,1.249385496278273,49.41388578398456,0.0
64.67274501783096,32.59544487531801,2.0229014578497577,74.0462449207247,0.0
78.27183249036024,37.74341101857074,1.1727175292021348,40.53390089788453,0.0
73.66598246096848,36.01167375248552,1.920540769303208,48.185761388819,0.0
76.80230208417629,46.07603970120827,1.5969609732407677,53.37401070324662,0.0
63.69750704995564,39.796629022510025,1.339415300478159,62.274610922795375,0.0
75.4968318629026,40.80828799383467,1.6447255364253293,36.45707073673063,0.0
67.27589983396312,31.53319555932379,2.284266969354664,53.42995114071306,0.0
54.568817720571296,34.40812174770985,2.082578561947261,49.53820787340732,0.0
62.25385029981418,32.31146642795407,1.147007417250545,54.683579229637296,0.0
69.94403981170953,35.15636675838545,0.9581670832859532,45.7423012722464,0.0
65.87520988112064,40.64118927150541,1.0323013700088532,38.795410175615366,0.0
87.48278084550618,72.40779970998682,1.92244812281148,52.95388795267816,1.0
74.73145453267787,31.08426403726408,0.9503757212167426,49.01505593870461,0.0
77.5882441616361,24.522144205058943,1.8512515095316788,62.86300885521955,0.0
48.46657080128756,21.595356403007244,2.104219994568044,42.48256435312812,0.0
69.51911492669227,44.58694855498768,2.1398070595888736,57.03603868078736,0.0
81.8398744319689,29.17336585262608,1.8469916201635184,53.32807125250746,0.0
67.86124832445361,31.45425046057844,1.228512146613994,50.093906080186,0.0
69.78632705651565,31.95089842661265,0.8257862436095095,51.93628250918263,0.0
54.05244041836667,23.95478263911888,0.8367825863460018,46.895164356874105,0.0
79.54085102156628,41.65673614699157,1.7760041551578896,34.385677403516176,0.0
21.89072909505072,74.66752749694464,1.834482584457,63.0284923919963,1.0
85.94177956204013,30.224103751635745,1.1589890925679742,53.921843100416815,0.0
68.46002334802168,40.58740107507498,0.983485577482528,41.80291198773247,0.0
81.03877343316258,28.445868286485023,1.5084530977950563,38.087058941149856,0.0
70.55863939844497,32.73051023258262,1.5622187989534722,39.45800972217228,0.0
72.43530204186345,41.611624886870096,0.7304725392147657,56.04304279701585,0.0
69.6069271237237,34.69949192507047,1.152177274939902,50.2340451074413,0.0
81.91085854773476,35.64255658100169,0.8704986365159244,48.93017228045519,0.0
85.48639295024037,19.778990108548463,1.8637451020783824,53.206630477626405,0.0
72.43687211491913,34.058760547182686,1.376303530026282,56.84083978776116,0.0
53.726882720526845,29.501164525133653,1.961576675252522,49.591931201360666,0.0
72.41962271566034,55.484023674845474,1.4811410251172044,60.346996960872815,0.0
56.04551495244928,39.97903294778495,1.569840982642616,46.159090817892015,0.0
54.17823236653873,28.124322212415866,2.1311389453358363,39.40402494989375,0.0
64.35921369263272,47.74371276821905,0.9775374826888742,32.31414330086518,0.0
77.4245891359262,35.145847977096935,0.6113681006551767,49.377689430275005,0.0
78.89037122279892,31.394077781577987,1.2957502409218968,49.79298996883138,0.0
78.70746644588404,41.543936794058695,1.3460520174807764,50.48848466904273,0.0
76.4648953772577,29.710903102472223,1.807273618825434,36.37399720250537,0.0
97.36156739133274,21.151615512250288,3.2606224331002926,57.975805455679286,1.0
77.21903485438142,35.811383713917266,1.7407476602835623,43.5922472591342,0.0
66.55522791247547,20.831545581302542,0.4301862182232199,51.4482385479938,0.0
74.47708560017315,31.328985239800023,1.0923444426059463,59.2169129814277,0.0
72.6918092025516,37.23857276755422,1.8603636191480344,29.220387418278627,0.0
76.975869703392,38.948298353630136,1.659943983927206,45.64525951961829,0.0
69.4689319830309,34.5453051823444,2.585996604747145,59.73956693545921,0.0
62.492703929944014,40.58719297063521,1.7124512658931923,39.7307762471675,0.0
71.02484642158207,43.80314313822984,1.3192678354182692,39.7939802721868,0.0
68.85197751240936,37.233920809768,0.8842502113892002,68.78042035449381,0.0
67.72523740046593,35.180003105963515,1.5083536923689875,55.20234895825461,0.0
57.03168052044153,39.67106417827201,1.6436482863745436,52.23679696495556,0.0
82.20821298813048,33.44269043980256,1.3559846302803895,55.60454252949808,0.0
67.18835957535443,30.517174751521253,1.9370467013824744,44.581769387286776,0.0
67.96419639897638,40.0214433429958,1.9640360033303443,56.24920464102357,0.0
70.9707754934804,32.61706556034511,1.4745288604682985,56.51933401030029,0.0
71.78694716810476,37.57322127673269,1.691065637945402,55.321285715752346,0.0
74.50962634776477,47.85615206599425,1.5590138569719094,48.678491098651385,0.0
79.94447375508908,27.1568939881322,1.3640000138459318,59.71551710968461,0.0
87.11028809190788,38.53869007980958,0.9281643492304708,67.8451076772451,0.0
77.0810867668859,40.0577305122548,2.0953498087775024,37.495714549594055,0.0
63.50635180386119,39.08540910287046,1.0790578248573284,60.41710198542629,0.0
63.10272225935826,40.09526463202389,1.5853527413772537,64.02362653450226,0.0
67.88615770182031,43.66029606946328,1.2927418912661748,60.9223944190075,0.0
89.62587190530795,51.32107108797536,0.9120945098304012,38.23036794940676,0.0
77.93175688218678,34.77624468410414,0.7301871528970197,59.091293525995525,0.0
69.6083788455724,49.25119773280686,0.5551511067010498,70.22174858828605,0.0
70.49328165794843,30.001819337779075,1.6730829105273906,48.51829595245769,0.0
84.94938227453235,39.9484508558234,1.5716065416030651,54.749198737938045,0.0
85.40323979819885,35.85204321135349,1.4609150319321034,50.24923486154201,0.0
67.05757494363543,33.96562034371593,2.489974184145299,44.81834710172099,0.0
69.35861653407008,41.28276482408226,1.1259640978391663,48.41905963140809,0.0
59.29915233673847,51.01941974115837,1.8136640601369047,40.13087372996684,0.0
71.39060398653417,35.824940659565094,1.514587213384048,51.9418090559442,0.0
64.98242956415463,39.704613401342655,1.783997269762121,37.42946925356557,0.0
